,ASIN,Product Title,Product Description
64,B0CQ7RQ5RK,"TECNO POP 8 (Gravity Black,(8GB*+64GB)| 90Hz Punch Hole Display with Dynamic Port & Dual Speakers with DTS| 5000mAh Battery |10W Type-C| Side Fingerprint Sensor| Octa-Core Processor","With up to a massive 8GB* of RAM & 64GB of ROM | Includes a dedicated SD card slot for up to 1TB expansion {*With Memory Fusion}
6.56-inch Dot-in Display | Dynamic Port to track all notifications | 90Hz refresh rate for smooth scrolling experience
Segment-first Dual Stereo Speakers equipped with DTS technology | Experience up to an impressive 400%* increase in volume, delivering a fully immersive sound {*Basis internal test data under standard condition}
Ultra-Fast Side Edge Fingerprint Sensor with Anti-oil | 0.2 sec Faster unlock | 0.65 sec Face unlock
Massive 5000mAh battery with our versatile Type-C charger featuring a 10W output | Improved Battery optimization
Robust Octa-Core T606 processor provides incredibly fast performance | Arm Cortex A-75 CPU| No Room for hanging complaints
12MP Dual Rear Camera f/1.85 Aperture | 8MP Dual Flashlight Front Camera f/2.0 Aperture| HDR Photography | Super Night Photography | AI Auto Scene Detection | Time-Lapse
8.55mm Ultra sleek design| Premium Dot-in style Front | Superior Texture
"
65,B0CGDQRR9Y,"realme narzo 60X 5G（Stellar Green,6GB,128GB Storage ） Up to 2TB External Memory | 50 MP AI Primary Camera | Segments only 33W Supervooc Charge","With a 33 W Powerful SUPERVOOC Charge, 30 minutes charge for 50% battery and full charge in 70 minutes,5000mAh massive battery, without ever being concerned about the battery running out
50MP Primary Camera,street photography high-quality pictures that catch every details with astounding clarity
Fast refresh displays cut blur in animations, scrolling and games to provide a notably better user experience. Multi levels of refresh rates means the display can save much energy and users can use for longer time
According to the installation of a photo 4M to calculate: 128GB of memory can be installed 28000 + photos； According to a 720P TV series size of 250M to calculate: 128GB memory can be loaded with 450 + TV series
More comfortable unlocking position than back fingerprint When the phone is placed face up on the desk, the user can unlock the phone by side fingerprint without picking it up, which is more comfortable and convenient than holding the phone up with the back fingerprint
"
66,B0CKN5LGDW,"realme narzo N53 (Feather Gold, 8GB+128GB) 33W Segment Fastest Charging | Slimmest Phone in Segment | 90 Hz Smooth Display","Enjoy smooth multitasking and effortless app switching with the powerful 8GB dynamic RAM. Store all your favorite apps, photos, and files with the generous 128 GB ROM
Experience lightning-fast charging with the 33W SUPERVOOC technology, getting your device ready in no time. Say goodbye to long charging times and stay powered up for longer durations.
The slim and sleek 7.49mm design adds a touch of elegance to your device, making it comfortable to hold and carry. The feather gold design enhances the visual appeal, giving your phone a premium and luxurious look.
Capture stunning, detailed photos with the high-resolution 50MP AI camera, bringing your memories to life.The AI-powered camera technology ensures intelligent scene recognition and enhances your photography skills.
Stay connected and productive for extended periods with the massive 5000mAh battery, eliminating the need for frequent recharging. Enjoy long hours of entertainment, gaming, and browsing without worrying about running out of battery power.
"
67,B0CGDNJX9X,"realme narzo 60X 5G（Nebula Purple 6GB,128GB Storage ） Up to 2TB External Memory | 50 MP AI Primary Camera | Segments only 33W Supervooc Charge","With a 33 W Powerful SUPERVOOC Charge, 30 minutes charge for 50% battery and full charge in 70 minutes,5000mAh massive battery, without ever being concerned about the battery running out
50MP Primary Camera,street photography high-quality pictures that catch every details with astounding clarity
The higher the screen-to-body ratio, the purer the display on the front of the phone, the more immersive it is for watching movies without visual blocking
According to the installation of a photo 4M to calculate: 128GB of memory can be installed 28000 + photos； According to a 720P TV series size of 250M to calculate: 128GB memory can be loaded with 450 + TV series
More comfortable unlocking position than back fingerprint When the phone is placed face up on the desk, the user can unlock the phone by side fingerprint without picking it up, which is more comfortable and convenient than holding the phone up with the back fingerprint
"
68,B0CDXHYHZ6,Nokia G42 5G | Snapdragon® 480+ 5G | 50MP Triple AI Camera | 11GB RAM (6GB RAM + 5GB Virtual RAM) | 128GB Storage | 5000mAh Battery | 2 Years Android Upgrades | 20W Charger Included | So Grey,"So Fast: With 5G connectivity you get where you want to go, fast. Very fast. Powered by none other than the Snapdragon 480 Plus 5G.
So Snappy: Nokia G42 5G comes with 11GB RAM (6GB RAM + 5GB Virtual RAM) ensuring smooth multitasking and performance.
So Clear: Capture the moment in high quality with the 50MP Triple AI camera, ready for popping portraits, wonderful vistas, and nights out with your friends.
So Reliable: With a whopping 5000 mAh battery life, your Nokia G42 5G will keep going when others run out.
So Secure: With Android 13 and up to 3 years of monthly security updates, you won’t be worrying about ‘outdated protection’ any time soon.
"
69,B0C78869XJ,"realme narzo 60 5G (Cosmic Black,8GB+128GB) | 90Hz Super AMOLED Display | Ultra Sharp 64 MP Camera | with 33W SUPERVOOC Charger","Immerse yourself in a smooth and responsive visual experience with our vibrant 90Hz Super AMOLED display. Enjoy seamless scrolling, fluid animations, and razor-sharp image quality, bringing your content to life like never before. Whether you're gaming, browsing, or watching videos, every interaction will be a delight for your eyes.
Embrace the sleekness of our ultra-slim design, measuring only 7.93mm in thickness. This slim profile not only enhances the aesthetics of your device but also ensures a comfortable and ergonomic grip. Slip it effortlessly into your pocket or bag, and experience the perfect balance of style and portability.
Unleash your creativity and capture stunning street photography moments with our powerful 64 MP camera. This camera is specifically designed to excel in urban environments, capturing intricate details and vibrant colors with precision. With advanced features and AI technology, you can elevate your photography skills and unleash your artistic vision
"
70,B07WFPLHZ6,"vivo Y200 5G (Desert Gold, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Camera: Dual 64MP+2MP Rear Camera | 16MP Selfie Camera Rear flash, Rear Aura Light with dual color temperature
Display: 16.94 cm (6.67"" inch) FHD+ AMOLED Capacitive multi-touch display 120Hz refresh rate, 394 ppi
Memory & SIM: 8GB RAM | 128GB internal memory; LPDDR4X | UFS 2.2
Battery & charging: 4800 mAh with 44W fast charging
In-display optical fingerprint sensor
Processor: SD 4 Gen 1 (based on 6nm architecture)
Camera features: Video, photo, portrait, pano, live photo, slo-mo, time-lapse, supermoon, pro, double exposure, dual view, styles, filters, light effect
"
71,B07WGPKYRC,"vivo Y27 (Sea Blue, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Camera: Dual 50MP+2MP Rear Camera | 8MP Selfie Camera with rear flash, night mode
Display: 16.86 cm (6.64 inch) FHD+ LCD Sunlight Display for enhanced outdoor display
Memory & SIM: 6 GB RAM | 128 GB internal memory with next Gen extendede RAM technology 3.0,
Battery & charging: 44W FlashCharge with 5000 mAh battery
Security: Supports unlocking with Face Access and Side-Mounted Fingerprint Sensor, faster and more convenient.
Processor: Helio G85
Camera features: Photo, Night, Portrait, Video, 50MP, Panorama, Live Photo, Slo-mo, Time-Lapse, Pro, Documents
"
72,B0BMGB3CH9,"Samsung Galaxy M04 Dark Blue, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 Octa-core Processor | 5000 mAh Battery | 13MP Dual Camera","Powerful MediaTek Helio P35 Octa Core 2.3GHz with Android 12,One UI Core 4.1
13MP+2MP Dual camera setup- True 13MP (F2.2) main camera + 2MP (F2.4) | 5MP (F2.2) front came
16.55 centimeters (6.5-inch) LCD, HD+ resolution with 720 x 1600 pixels resolution, 269 PPI with 16M color
5000mAH lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
"
73,B0CQPPZWVD,"OnePlus 12 (Flowy Emerald, 12 GB RAM, 256GB)","Pro-Level Hasselblad Camera System: -Primary 50MP Sony's LYT-808 with OIS - 64 MP 3X Periscope Telephoto for studio-level portraits - 48 MP Ultra-wide 114° Fov
Elite, Long-lasting Performance - Qualcomm Snapdragon 8 Gen 3 Mobile Platform - Software-assisted platform for Optimization - Keep apps active for up to 72 hours without reloading - Up to 3 hours of heavy gaming
Pristine 2K Display with Aqua Touch: - 2K 120 Hz ProXDR Display with advanced LTPO for brighter, more vibrant visuals - Eye Care certified by TÜV Rheinland - Aqua Touch helps you stay swiping, even with wet hands
Operating System: OxygenOS based on Android 14
Ultra fast charging, unwired: - Amp up your power with the 5400 mAh battery, wired 100W SUPERVOOC - Ultra-fast 50W wireless charging - 19 hours of YouTube playback
Fast & Smooth for years: Ultra-flagship CPU and up to 16GB of LPDDR5X RAM Dual Cryo-velocity VC for significantly improved heat dissipation TÜV SÜD 48-Month Fluency Rating A & an improved Battery Health Engine
Smoother and more stable connectivity: Dual SIM Dual Active, WiFi 7 Ready, Enhanced Wi-Fi, Lower gaming latency, Reduced network recovery time.
"
74,B0CMTTRN8M,"Redmi 13C (Stardust Black, 4GB RAM, 128GB Storage) | Powered by 4G Mediatek Helio G85 | 90Hz Display | 50MP AI Triple Camera","Processor: High performance MediaTek G85 ; Enhance gaming with 1GHz GPU | 8GB of RAM including 4GB virtual | 6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection | 50MP AI Triple camera |Fast Side fingerprint | 5000mAh Battery
6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection, 600nits in High Brightness mode
50MP AI Triple camera with Primary sensor of f/1.8 (4-in-1 super pixel) with the following modes: Photo | Portrait | Night | Video | 50MP mode | Time-lapse | Classic film filters | Frame | HDR | Google lens | Voice Shutter
"
75,B082F2T5PQ,"Oppo A78 5G (Glowing Blue, 8GB RAM, 128 Storage) | 5000 mAh Battery with 33W SUPERVOOC Charger| 50MP AI Camera | 90Hz Refresh Rate | with No Cost EMI/Additional Exchange Offers","Big 5000 mAh Battery with 33W SUPERVOOC Charging
Super smooth experience with ColorOS 13 and 8GB RAM (+ RAM expansion up to 8GB) | 128GB ROM | Expandable Upto 1TB
Crystal clear details with AI Camera setup 50MP + 2MP Rear Camera | 8MP Front Camera
OPPO Glow Design with 6.56"" inch (16.66cm) 90Hz Color-Rich Display and Large Screen to Body ratio of 89.8%
Dual Ultra Linear Stereo Speakers with ROST and flagship hardware which produce an immersive sound effect
"
76,B0CHWWVSLF,Apple iPhone 15 Pro (1 TB) - Natural Titanium,"FORGED IN TITANIUM — iPhone 15 Pro has a strong and light aerospace-grade titanium design with a textured matte-glass back. It also features a Ceramic Shield front that’s tougher than any smartphone glass. And it’s splash, water, and dust resistant.
ADVANCED DISPLAY — The 6.1” Super Retina XDR display with ProMotion ramps up refresh rates to 120Hz when you need exceptional graphics performance. Dynamic Island bubbles up alerts and Live Notifications. Plus, with Always-On display, your Lock Screen stays glanceable, so you don’t have to tap it to stay in the know.
GAME-CHANGING A17 PRO CHIP — A Pro-class GPU makes mobile games feel so immersive, with rich environments and realistic characters. A17 Pro is also incredibly efficient and helps to deliver amazing all-day battery life.
POWERFUL PRO CAMERA SYSTEM — Get incredible framing flexibility with 7 pro lenses. Capture super high-resolution photos with more color and detail using the 48MP Main camera. And take sharper close-ups from farther away.
CUSTOMIZABLE ACTION BUTTON — Action button is a fast track to your favorite feature. Just set the one you want, like Silent mode, Camera, Voice Memo, Shortcut, and more. Then press and hold to launch the action.
"
77,B0CMZMLS64,"TECNO Spark Go 2024 (Mystery White,6GB* RAM, 64GB ROM)| Segment First 90Hz Dot-in Display with Dynamic Port & Dual Speakers with DTS| 5000mAh| 10W Type-C| Fingerprint Sensor| Octa-Core Processor","Looks for Function with Style: Segment first 6.56-inch Dot-in Display and Dynamic Port, the 90Hz refresh rate ensures a smooth scrolling experience.
""Bounce on Dual Stereo Speaker: Segment-first Dual Stereo Speakers equipped with DTS technology provide a fully immersive listening experience of up to 400%* volume than a single speaker. (*Basis internal test data under standard condition)""
Deserves a Best in Class Security: This device with Anti-oil Side Fingerprint Unlocking is built for comfort and efficiency, allowing you to easily unlock it, with a touch of your fingertip.
""Powered by Massive Storage: Capable of managing multiple applications and tasks simultaneously, with up to 6GB* of RAM & 64GB of ROM, It includes a dedicated SD card slot for up to 1TB expansion. (*With Memory Fusion)""
Thrive on Unbeatable Performance: Our Octa-Core T606 processor delivers lightning-fast performance, stepping in at an astonishing peak frequency, leaving no room for hanging or lagging complaints.
Captured in Magical Frames: 13MP dual camera with wide aperture and HDR for sharpness. 8MP selfie camera with beauty enhancements and dual flash for ideal lighting.
Fueled by Uninterrupted Power: Experience an endless realm of films and music with this massive 5000mAh battery. Boost your experience by using a versatile Type-C charger with 10W.
Beautifully crafted design: 8.55mm slim and bold flat design. Keep up with the latest industry trends. Its straight lines and rounded corners give it a tough and trendy look
"
78,B07WGPKTST,"vivo Y27 (Burgundy Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Camera: Dual 50MP+2MP Rear Camera | 8MP Selfie Camera with rear flash, night mode
Display: 16.86 cm (6.64 inch) FHD+ LCD Sunlight Display for enhanced outdoor display
Memory & SIM: 6 GB RAM | 128 GB internal memory with next Gen extendede RAM technology 3.0,
Battery & charging: 44W FlashCharge with 5000 mAh battery
Security: Supports unlocking with Face Access and Side-Mounted Fingerprint Sensor, faster and more convenient.
Processor: Helio G85
Camera features: Photo, Night, Portrait, Video, 50MP, Panorama, Live Photo, Slo-mo, Time-Lapse, Pro, Documents
"
79,B07WFPLHZ6,"vivo Y200 5G (Desert Gold, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Camera: Dual 64MP+2MP Rear Camera | 16MP Selfie Camera Rear flash, Rear Aura Light with dual color temperature
Display: 16.94 cm (6.67"" inch) FHD+ AMOLED Capacitive multi-touch display 120Hz refresh rate, 394 ppi
Memory & SIM: 8GB RAM | 128GB internal memory; LPDDR4X | UFS 2.2
Battery & charging: 4800 mAh with 44W fast charging
In-display optical fingerprint sensor
Processor: SD 4 Gen 1 (based on 6nm architecture)
Camera features: Video, photo, portrait, pano, live photo, slo-mo, time-lapse, supermoon, pro, double exposure, dual view, styles, filters, light effect
"
80,B0C2CWV2PS,"IKALL Z19 Pro Smartphone (4GB, 64GB) | 6.5"" Display | 1.6 Ghz Octa Core (Blue)","16.5 cm (6.5 inch) HD+ Display | multi-touch capacitive touch screen with 720*1600 pixel resolution
13MP Rear Camera | 8MP Front Camera | Made in India, This phone has single rear camera and single front camera
4GB ram, 64GB storage | Expandable Memory 128GB | Dual Sim (4G+4G)
Android 11.0 with 1.6 Ghz octa core fast processor | Fingerprint and Face Unlock
5000 mAh inbuilt battery | Fast charging with Type C charging jack
"
81,B07WHQRN1B,"iQOO 12 5G (Legend, 16GB RAM, 512GB Storage) | India's 1st Snapdragon® 8 Gen 3 Mobile Platform | India's only Flagship with 50MP + 50MP + 64MP Camera","3.3 GHz Snapdragon 8 Gen 3 mobile platform, which is on 4nm TSMC Process. Enhanced graphic performance with Adreno 750. In addition to that, it has LPDRR5X RAM & UFS 4.0 storage.
50MP 1/1.3"" Astrography Camera (f/1.68) + 50MP Ultra - Wide Angle Camera (f/1.20) + 64MP 3X Periscope Telephoto Camera (f/2.57) with 100X Digital zoom.
Brightest Display ever with 6.78"" 144 Hz LTPO AMOLED display with 3000 nit peak brightness. SGS-certified for low blue light. 2160Hz PWM uses the persistence of human vision to control display brightness.
Supercomputing chip Q1, Symmetrical dual stereo speaker, 4D Game vibration, Large X-axis linear motor enhances the overall gaming experience.
Fully charged battery with 120W fast charger. IP64 rating provides ingress protection against dust/water under normal use. Funtouch OS 14 based on Android 14
"
82,B0C7V84BS2,"OnePlus Nord 3 5G (Tempest Gray, 8GB RAM, 128GB Storage)","Camera: 50MP Main Camera with Sony IMX890 (OIS supported), 8MP Ultrawide Camera with Sony IMX355 (FOV: 112 degree) and 2MP Macro lens f/2.4 and a FOV 89°; 16MP Front (Selfie) Camera with EIS supported
Camera Features: Photo, Video, Night, Portrait, PANO, TIME-LAPSE, and Dual-view video
Display: 6.74 Inches; 120 Hz AMOLED FHD+ Display with Corning Gorilla Glass Victus; Resolution: 2772 X 1240 pixels; HDR 10+, sRGB, 10-bit Color Depth, PWM + DC dimming
Operating System: OxygenOS based on Android 13.1
Processor: MediaTek Dimensity 9000 Chipset (Based 4nm Architecture)
Storage: 8 GB + 128 GB | 16 GB + 256 GB; LPDDR5X RAM, UFS 3.1
Battery & Charging: 5000 mAh with 80W SUPERVOOC Fast-charging
"
83,B0CKN56PQ8,"realme narzo N53 (Feather Black, 8GB+128GB) 33W Segment Fastest Charging | Slimmest Phone in Segment | 90 Hz Smooth Display","Enjoy smooth multitasking and effortless app switching with the powerful 8GB dynamic RAM. Store all your favorite apps, photos, and files with the generous 128 GB ROM
Experience lightning-fast charging with the 33W SUPERVOOC technology, getting your device ready in no time. Say goodbye to long charging times and stay powered up for longer durations.
The slim and sleek 7.49mm design adds a touch of elegance to your device, making it comfortable to hold and carry. The feather gold design enhances the visual appeal, giving your phone a premium and luxurious look.
Capture stunning, detailed photos with the high-resolution 50MP AI camera, bringing your memories to life.The AI-powered camera technology ensures intelligent scene recognition and enhances your photography skills.
Stay connected and productive for extended periods with the massive 5000mAh battery, eliminating the need for frequent recharging. Enjoy long hours of entertainment, gaming, and browsing without worrying about running out of battery power.
"
84,B0CHFBKXHP,Nokia G42 5G | Snapdragon® 480+ 5G | 50MP Triple AI Camera | 11GB RAM (6GB RAM + 5GB Virtual RAM) | 128GB Storage | 5000mAh Battery | 2 Years Android Upgrades | 20W Charger Included | So Pink,"So Fast: With 5G connectivity you get where you want to go, fast. Very fast. Powered by none other than the Snapdragon 480 Plus 5G.
So Snappy: Nokia G42 5G comes with 11GB RAM (6GB RAM + 5GB Virtual RAM) ensuring smooth multitasking and performance.
So Clear: Capture the moment in high quality with the 50MP Triple AI camera, ready for popping portraits, wonderful vistas, and nights out with your friends.
So Reliable: With a whopping 5000 mAh battery life, your Nokia G42 5G will keep going when others run out.
So Secure: With Android 13 and up to 3 years of monthly security updates, you won’t be worrying about ‘outdated protection’ any time soon.
"
85,B0BDJGX2XZ,Apple iPhone 14 (512 GB) - Midnight,"15.40 cm (6.1-inch) Super Retina XDR display
Advanced camera system for better photos in any light
Cinematic mode now in 4K Dolby Vision up to 30 fps
Action mode for smooth, steady, handheld videos
Vital safety technology — Crash Detection calls for help when you can’t
All-day battery life and up to 20 hours of video playback
Industry-leading durability features with Ceramic Shield and water resistance
"
86,B0CNX79YGX,"Redmi 13C 5G (Starlight Black, 8GB RAM, 256GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display","Processor: Powerful MediaTek Dimensity 6100+ 5G SoC | 16GB of RAM including 8GB virtual | 6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection | 50MP AI Dual camera |Fast Side fingerprint | 5000mAh Battery
6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection, 600nits in High Brightness mode
50MP AI Dual camera with Primary sensor of f/1.8 (4-in-1 super pixel) with the following modes: Photo | Portrait | Night | Video | 50MP mode | Time-lapse | Classic film filters | Frame | HDR | Google lens | Voice Shutter |
"
87,B0C8WMK7VG,"itel A60s (4GB RAM + 64GB ROM, Up to 8GB RAM with Memory Fusion | 8MP AI Rear Camera | 5000mAh Battery with 10W Charging | Faceunlock & Fingerprint -Shadow Black","4GB RAM + 64GB ROM | Up to 8GB RAM with Memory Fusion
8MP AI Rear Camera | 5MP Front Camera
6.6inch HD+ IPS Display |Fingerprint Sensor | Face Unlock
5000mAh Battery
One Time Screen Replacement Within 100 Days
"
88,B0CQ7NF3X9,"itel A70 Smartphone | 12GB* RAM, 128GB Storage | 8MP AI Selfie Camera | 5000mAh Battery | Type-C Charging | Dynamic Bar | Brilliant Gold","Powerful Performance: Up to 12GB RAM with Memory Fusion & 128GB Storage
Crystal Clear Shots: 13MP AI Dual Rear Camera
Long-lasting Battery: 5000mAh for extended usage
Convenient Charging: Type-C Charging
Sleek Design: Display with Dynamic Bar in Brilliant Gold Color
"
89,B0CQPP73S8,"OnePlus 12 (Silky Black, 16 GB RAM, 512GB)","Pro-Level Hasselblad Camera System Primary: -50MP Sony's LYT-808 with OIS - 64 MP 3X Periscope Telephoto for studio-level portraits - 48 MP Ultra-wide 114° Fov
Elite, Long-lasting Performance - Qualcomm Snapdragon 8 Gen 3 Mobile Platform - Software-assisted platform for Optimization - Keep apps active for up to 72 hours without reloading - Up to 3 hours of heavy gaming
Pristine 2K Display with Aqua Touch: - 2K 120 Hz ProXDR Display with advanced LTPO for brighter, more vibrant visuals - Eye Care certified by TÜV Rheinland - Aqua Touch helps you stay swiping, even with wet hands
Operating System: OxygenOS based on Android 14
Ultra fast charging, unwired: - Amp up your power with the 5400 mAh battery, wired 100W SUPERVOOC - Ultra-fast 50W wireless charging - 19 hours of YouTube playback
Fast & Smooth for years: Ultra-flagship CPU and up to 16GB of LPDDR5X RAM Dual Cryo-velocity VC for significantly improved heat dissipation TÜV SÜD 48-Month Fluency Rating A & an improved Battery Health Engine
Smoother and more stable connectivity: Dual SIM Dual Active, WiFi 7 Ready, Enhanced Wi-Fi, Lower gaming latency, Reduced network recovery time.
"
90,B0C7QD7TD2,"Motorola razr 40 (Vanilla Cream, 8GB RAM, 256GB Storage) | External AMOLED Display | 6.9"" AMOLED 144Hz Display | 64MP Main Camera | Android 13","Main Camera - 64MP (f/1.7, 0.7μm or 16MP 1.4μm Quad Pixel) | OIS | Laser Autofocus + Ambient Light Sensor, Camera 2 - 13MP (f/2.2, 1.12μm) | Ultra wide/ macro | FOV 120°, Single LED flash
Display - Main display: 6.9"""" FHD+ pOLED display External display: 1.5"""" OLED display
Display Resolution - Main display: FHD+ (2640 x 1080) | 413ppi External display: 194 x 368 | 282ppi
Body - Corning Gorilla Glass Victus (external display cover） 7000 series aluminum (frame) Vegan leather (finishing), Battery 4200mAh non-removable
Snapdragon 7 Gen 1 Mobile Platform, Memory 8GB LPDDR4X, Storage 256GB built-in UFS 2.2
Front Camera 32MP selfie camera 32MP (f/2.4, 0.7μm or 1.4μm@8MP Quad Pixel) | Fixed focus | Display flash External display Main 64MP (f/1.7, 1/2"""", 0.7 or 1.4μm@16MP Quad Pixel) | AF | OIS | Laser Autofocus + Ambient Light Sensor Wide 13MP (f/2.2, 1/3"""", 1.12μm) | AF | Ultra wide | FOV 120°
"
91,B0CNX84MF4,"Redmi 13C 5G (Startrail Green, 8GB RAM, 256GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display","Processor: Powerful MediaTek Dimensity 6100+ 5G SoC | 16GB of RAM including 8GB virtual | 6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection | 50MP AI Dual camera |Fast Side fingerprint | 5000mAh Battery
6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection, 600nits in High Brightness mode
50MP AI Dual camera with Primary sensor of f/1.8 (4-in-1 super pixel) with the following modes: Photo | Portrait | Night | Video | 50MP mode | Time-lapse | Classic film filters | Frame | HDR | Google lens | Voice Shutter |
"
92,B0BSNQ2KXF,"OnePlus 11R 5G (Galactic Silver, 8GB RAM, 128GB Storage)","Camera: Sensor: 50MP Main Camera with Sony IMX890 (OIS supported), 8MP Ultrawide Camera (FOV: 120 degree) and Macro Lens; 16MP Front (Selfie) Camera with EIS support.
Camera Modes: Nightscape, Ultra HDR, Smart Scene Recognition, Portrait Mode, Pro Mode, Panorama, Tilt-Shift mode, Long Exposure, Dual-View Video, Retouch, Movie Mode, Raw file, Filters, Super Stable, Video Nightscape, Video HDR, Video Portrait, Focus Tracking, Timelapse, Macro mode
Display: 6.7 Inches; 120 Hz Super Fluid AMOLED; Resolution: 2772 X 1240 pixels ,450 ppi, 20.1:9, 10-bit Color Depth, HDR10+
Operating System: OxygenOS based on Android 13
Processor: Snapdragon 8+ Gen 1 Mobile Platform
"
93,B0BXB291X4,"POCO C55 (Power Black, 4GB RAM, 64GB Storage)","Processor: High performance MediaTek G85 ; Enhance gaming with 1GHz GPU | 7GB of RAM including 3GB virtual | 6.71"" HD+ Large Display, Scratch Resistant Display with Oleophobic Coating| 50MP AI Dual camera |Fast Rear fingerprint | 5000mAh Battery | Premium Leather-like stich design |IP52 Protection
6.71"" HD+ Large display , 120 Hz touch sampling rate, Scratch Resistant Display with Oleophobic Coating
50MP AI Dual camera with Primary sensor of f/1.8 Aperture, 1.28um (4-in-1 Super Pixel) with the following modes: Photo | Portrait | Night | Video | 50MP mode | Time-lapse | filters | Movie Frame | HDR | Voice Shutter | Doccumen Mode | Tilt Shift | Timed Burst
"
94,B0C74LZSQB,"Redmi A2 (Aqua Blue, 2GB RAM, 64GB Storage)","Processor: High performance MediaTek Helio G36,upto 2.2GHz; | Upto 4GB RAM including 2GB Virtual RAM | 64GB Storage
Display: Large 16.5 cm HD+ display with Scratch resistant glass | 400nits peak brightness | 120Hz Touch sampling Rate
Camera: 8MP Dual camera with Portrait mode | 5MP Front camera
5000mAh(typ) battery with 10W charger in-box
Expandable Storage to upto 1TB with Dedicated MicroSD card Slot | Dual SIM (nano+nano) dual standby (4G+4G)
"
95,B0CNX6WVG5,"Redmi 13C 5G (Startrail Green, 4GB RAM, 128GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display","Processor: Powerful MediaTek Dimensity 6100+ 5G SoC | 8GB of RAM including 4GB virtual | 6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection | 50MP AI Dual camera |Fast Side fingerprint | 5000mAh Battery
6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection, 600nits in High Brightness mode
50MP AI Dual camera with Primary sensor of f/1.8 (4-in-1 super pixel) with the following modes: Photo | Portrait | Night | Video | 50MP mode | Time-lapse | Classic film filters | Frame | HDR | Google lens | Voice Shutter |
"
96,B0CHX7R6ZW,Apple iPhone 15 Pro (512 GB) - White Titanium,"FORGED IN TITANIUM — iPhone 15 Pro has a strong and light aerospace-grade titanium design with a textured matte-glass back. It also features a Ceramic Shield front that’s tougher than any smartphone glass. And it’s splash, water, and dust resistant.
ADVANCED DISPLAY — The 6.1” Super Retina XDR display with ProMotion ramps up refresh rates to 120Hz when you need exceptional graphics performance. Dynamic Island bubbles up alerts and Live Notifications. Plus, with Always-On display, your Lock Screen stays glanceable, so you don’t have to tap it to stay in the know.
GAME-CHANGING A17 PRO CHIP — A Pro-class GPU makes mobile games feel so immersive, with rich environments and realistic characters. A17 Pro is also incredibly efficient and helps to deliver amazing all-day battery life.
POWERFUL PRO CAMERA SYSTEM — Get incredible framing flexibility with 7 pro lenses. Capture super high-resolution photos with more color and detail using the 48MP Main camera. And take sharper close-ups from farther away.
CUSTOMIZABLE ACTION BUTTON — Action button is a fast track to your favorite feature. Just set the one you want, like Silent mode, Camera, Voice Memo, Shortcut, and more. Then press and hold to launch the action.
"
97,B0C9JFWBH7,Redmi 12 5G Jade Black 6GB RAM 128GB ROM,"Snapdragon 4 Gen 2 Mobile Platform : Power efficient 4nm architecture | 12GB of RAM including 6GB Virtual
Display: Large 17.24cm FHD+ 90Hz AdaptiveSync display with Corning Gorilla Glass 3 Protection
Camera: 50MP f/1.8 AI Dual camera with classic film filters, Film Frame, Portrait, Night Mode, 50MP mode, Time-lapse, Google lens | 8MP Selfie camera
5000mAh(typ) battery with 22.5W charger in-box
MIUI Dialer | MIUI 14 with Android 13 | Side fingerprint | IR blaster | 3.5mm Audio jack | IP53 rating
"
